84,85,66,70,26,82,17,44,10,39,56,31,61,66,51,61,27,83,70,50,98,19,34,91,46,14,24,78,13,59,62,45,73,77,45,80,26,34,0,40,41,43,1,81,90,14,32,59,43,52,33,79,20,2,52,68,6,5,12,17,27,17,59,51,44,4,8,35,78,88,23,56,96,93,49,88,7,55,48,0,97,35,67,27,54,92,5,49,50,38,33,81,75,19,95,51,94,98,76,15,59,82,87,22,99,43,35,42,65,98,44,87,91,98,59,71,22,16,8,34,30,1,83,34,50,70,89,18
38,9,64,81,60,50,25,98,22,27,4,60,95,71,47,67,0,7,54,61,9,17,8,25,32,31,55,14,11,59,74,78,7,80,48,56,83,24,59,96,81,8,60,77,98,5,45,28,28,76,87,88,13,49,81,54,22,48,85,70,47,43,1,0,37,68,99,75,39,42,22,0,17,72,39,21,54,11,52,35,0,87,61,37,59,55,61,32,97,70,60,42,72,90,42,74,65,63,74,78,66,24,57,48,97,51,24,72,80,88,72,5,60,59,8,87,33,77,13,4,61,25,28,44,51,40,50,31
82,19,84,49,47,99,8,45,83,92,89,5,71,61,77,70,52,29,40,99,85,74,7,5,98,24,92,7,91,2,60,55,56,39,64,19,14,35,98,57,37,53,50,55,64,91,86,76,59,34,11,93,82,99,24,54,2,65,85,60,84,31,13,67,4,66,42,65,96,81,22,55,99,22,98,24,18,36,34,62,10,27,42,47,33,28,10,58,66,26,94,37,16,76,33,15,7,72,47,57,4,75,78,23,62,77,30,49,58,70,69,58,94,25,69,65,46,32,99,43,54,23,16,53,88,99,6,42
70,32,39,74,51,63,70,84,21,44,49,9,96,46,63,43,79,50,57,5,39,90,39,26,25,13,16,25,24,88,63,14,87,94,23,39,29,97,37,71,11,31,49,2,93,8,92,29,82,9,25,21,5,73,58,5,91,26,79,67,52,83,65,97,6,93,16,66,70,83,90,71,81,85,33,69,81,59,55,32,83,26,10,46,23,71,74,16,25,39,53,84,55,62,98,55,66,84,40,56,29,70,81,37,77,10,69,87,42,90,26,74,69,59,40,80,37,7,50,30,11,81,75,67,84,97,32,61
80,45,64,90,18,95,70,34,52,90,92,13,16,1,27,68,57,83,84,38,25,79,74,37,80,28,23,69,17,21,34,13,0,98,44,69,11,9,86,63,64,0,68,50,8,4,68,65,87,65,2,64,21,46,23,12,1,33,61,4,7,36,77,68,70,34,28,67,27,17,47,27,17,45,4,74,98,47,62,59,62,71,11,47,53,53,58,79,25,56,64,3,58,45,69,35,91,10,39,89,66,79,99,46,24,28,95,37,16,84,18,13,23,57,6,82,21,90,1,52,37,9,53,40,40,55,31,10
45,42,50,4,94,41,13,5,15,68,0,29,39,56,88,54,49,19,63,80,61,46,81,61,79,21,23,9,9,73,50,80,90,73,18,47,31,86,98,40,95,75,26,55,5,11,68,20,83,92,58,45,16,10,87,64,47,6,99,77,82,99,50,60,47,97,87,22,67,50,10,66,26,22,65,20,46,58,84,66,90,28,40,53,65,99,29,24,96,7,74,45,94,61,80,13,49,38,10,39,34,20,46,34,44,72,9,48,77,24,80,72,16,12,59,2,73,27,70,98,56,71,65,99,36,84,44,55
66,89,33,64,75,26,51,44,73,47,73,43,3,97,78,35,85,20,11,38,74,49,56,23,46,57,65,22,0,77,2,82,14,84,61,4,2,10,78,23,98,16,6,47,71,63,7,31,85,83,34,23,7,7,12,60,38,55,73,41,68,15,60,94,47,19,22,24,64,60,54,54,34,92,34,94,38,29,76,12,18,41,23,5,52,76,18,62,89,14,40,37,33,13,52,8,15,49,11,16,89,72,50,79,48,99,92,30,67,20,76,1,84,52,81,97,61,40,1,61,27,92,41,58,98,46,10,65
87,80,27,74,85,25,11,38,58,70,84,35,8,36,26,29,61,51,76,8,54,93,53,71,45,39,42,81,7,27,72,74,62,31,46,42,90,14,95,15,66,73,64,58,8,3,68,36,97,78,24,44,33,93,30,61,7,24,99,33,27,13,86,91,94,57,67,15,92,44,89,65,86,8,1,72,81,0,32,49,28,8,33,10,91,70,13,14,21,86,15,88,6,95,63,83,44,13,48,56,72,97,82,95,5,2,97,3,80,73,25,4,81,82,12,89,54,31,18,3,12,76,27,83,19,37,96,25
98,59,85,18,72,22,95,64,50,73,95,72,8,21,76,47,96,86,39,76,21,45,13,31,62,31,82,52,97,39,51,81,77,90,66,61,47,76,74,76,44,53,18,95,47,18,70,69,86,90,73,67,47,96,16,59,0,78,66,12,41,8,6,2,16,29,42,24,97,35,99,61,12,11,68,82,28,89,52,87,42,66,9,36,78,11,14,18,61,8,29,96,25,17,60,0,62,46,66,62,48,93,54,18,24,19,66,23,84,84,47,79,47,79,4,27,9,85,7,16,56,30,19,26,79,46,68,47
40,46,49,58,75,31,37,96,47,68,72,99,11,50,98,97,71,75,31,12,75,44,64,78,88,12,58,55,78,13,31,38,4,44,62,60,19,74,47,85,61,89,57,38,68,19,51,81,76,36,34,63,80,75,46,76,10,65,10,80,0,18,3,48,63,66,85,59,32,14,70,16,35,84,27,11,14,24,61,38,46,39,44,87,50,10,70,89,6,40,55,58,23,69,36,59,26,59,61,93,1,82,55,79,87,61,71,32,62,67,37,80,44,91,70,72,17,3,33,4,23,50,56,84,25,85,88,87
