11,26,43,72,56,72,42,86,90,40,80,58,19,28,1,90,61,6,61,94,48,79,74,43,56,7,78,69,63,97,60,96,70,72,58,94,99,72,76,78,12,97,35,81,24,27,35,90,24,0,46,51,85,7,68,55,94,35,6,94,61,45,91,91,37,66,35,28,52,83,5,35,13,41,27,43,28,83,93,99,59,46,82,28,87,49,94,43,33,73,9,83,40,44,90,68,31,98,30,9,27,61,43,35,80,31,55,34,60,94,84,99,57,31,38,84,88,29,56,72,73,15,31,59,52,91,23,84,44,67,3,39,9,14,12,92,60,9,88,59,71,50,63,94,9,28,86,75,69,29,42,60,88,60,57,56,18,60,7,32,59,40,31,98,96,55,78,55,62,69,43,2,24,22,12,69,3,66,47,51,40,45,9,68,52,81,15,21,18,82,67,34,8,82,1,86,46,40,19,78,59,53,57,12,71,32,66,76,17,78,89,42,84,72,62,75,16,92,47,0,1,12,26,0,4,17,58,39,2,60,7,6,58,4,6,76,15,47,41,19,87,85,48,7,52,14,99,16,85,52,50,73,45,6,48,66,72,14,2,37,13,19,12,29,55,26,95,47,81,21,92,95,26,70,13,4,24,64,75,89,21,95,37,7,21,78,22,45,18,32,13,57,70,13,45,0,79,62,53,14,31,60,16,49,12,1,86,39,2,11,53,93,47,58,26,4,57,16,39,91,17,66,82,25,71,68,41,72,23,79,60,12,40,15,33,18,72,19,7,38,64,1,17,6,55,21,79,47,98,84,6,38,21,77,80,76,11,10,47,73,91,93,95,72,64,12,49,38,56,84,44,67,62,99,13,67,82,46,38,80,8,98,84,28,16,27,16,93,86,61,88,77,41,1,57,22,87,41,46,10,38,42,19,20,6,44,81,85,50,16,42,40,33,28,56,42,96,64,8,29,45,26,32,2,90,80,99,46,93,39,15,38,39,27,30,61,61,15,21,71,81,22,60,64,94,38,9,20,56,33,97,73,12,97,1,92,87,9,73,34,82,30,92,70,14,82,79,41,27,11,60,81,50,36,96,27,64,55,44,25,37,99,13,11,87,33,32,73,31,53,34,54,24,70,31,26,78,56,40,20,9,75,22,65,71,28,0,65,71,15,63,19
53,95,90,98,34,96,90,99,64,14,71,26,17,90,70,39,95,48,38,10,35,31,89,45,13,20,86,70,19,9,91,94,60,89,28,56,23,61,91,39,54,33,82,78,94,96,12,90,27,64,88,22,87,76,18,33,71,13,47,45,58,69,98,26,56,77,87,69,88,45,23,17,73,20,76,63,8,62,47,67,62,62,56,83,87,62,26,98,87,93,82,97,38,24,11,4,44,80,84,59,25,90,40,67,87,95,56,52,53,98,95,23,0,16,55,19,40,97,34,37,65,18,6,0,42,31,37,35,21,30,29,24,97,92,86,7,11,77,96,71,69,57,79,0,2,42,41,6,73,5,61,36,13,53,69,45,0,16,23,83,67,61,22,70,58,49,8,62,62,10,96,11,6,78,32,92,28,2,38,41,94,27,49,28,4,0,84,65,67,11,33,29,47,51,41,44,52,91,62,26,47,42,48,27,78,40,50,7,55,55,33,57,57,47,38,86,67,50,69,82,96,79,93,71,5,28,46,96,96,23,99,90,72,43,59,20,93,60,5,29,84,60,4,3,37,46,11,87,68,18,7,45,20,4,57,7,70,49,73,45,90,30,85,0,6,78,5,13,30,2,77,62,15,87,15,52,0,17,5,14,90,23,20,26,10,12,34,7,16,42,19,12,14,22,6,29,88,62,14,22,89,44,30,78,39,53,89,24,28,93,33,28,96,38,89,24,19,11,11,7,29,25,23,36,51,33,56,12,33,51,41,45,93,63,98,66,63,52,17,33,30,84,92,48,83,14,77,55,95,9,35,95,14,7,57,20,15,94,87,19,80,47,45,2,30,88,24,60,13,27,21,38,35,64,86,7,87,93,32,37,37,74,5,16,96,54,34,63,90,89,46,6,62,76,95,82,72,33,28,49,86,71,88,93,62,97,79,86,37,25,2,55,73,92,79,1,17,23,28,10,6,65,91,95,38,79,6,25,44,71,89,49,1,66,89,64,90,30,19,37,81,58,14,27,44,96,73,84,95,23,49,12,54,18,49,13,64,9,48,9,53,75,76,58,64,27,12,48,6,99,91,76,91,51,2,58,7,64,37,51,40,94,85,21,62,45,65,86,28,72,74,5,35,7,50,48,76,45,84,50,21,31,61,76,35,1,85,15,67,56,24,87
95,79,74,56,4,69,27,32,66,51,72,75,83,87,93,79,88,14,2,50,83,8,41,66,8,4,81,0,10,41,23,52,41,26,34,53,11,38,51,38,51,18,19,96,77,76,54,89,82,40,75,69,32,69,16,82,72,23,61,29,14,86,97,34,67,62,62,88,28,68,28,74,44,69,57,14,18,14,57,16,71,30,21,5,64,80,92,1,85,1,7,41,98,7,92,78,30,18,5,20,54,4,83,4,82,89,83,78,58,28,50,69,2,69,71,70,54,41,46,24,32,80,23,31,86,97,53,81,63,47,43,51,19,27,54,50,98,98,56,59,70,4,88,78,79,37,29,88,46,21,44,4,90,73,79,77,75,29,87,76,83,70,73,58,35,12,70,41,51,19,82,52,74,12,49,70,6,20,57,97,83,27,22,0,43,47,25,15,70,43,15,9,19,20,31,15,26,68,79,81,59,82,90,0,54,55,17,82,85,63,30,24,39,41,47,8,9,79,36,9,10,35,41,35,46,29,48,2,71,51,96,97,53,66,67,32,36,36,63,15,23,57,0,23,92,43,7,39,96,75,49,36,82,69,29,45,54,17,67,57,40,95,43,51,62,0,72,19,81,15,16,97,24,92,11,84,30,69,83,91,38,51,42,1,76,38,48,0,66,21,1,7,72,6,64,62,12,63,31,6,69,93,39,14,78,52,2,19,18,64,27,88,84,91,29,68,40,77,39,43,66,35,98,31,70,66,80,50,88,56,41,69,24,96,32,91,45,98,27,91,21,34,5,74,80,84,60,3,24,58,95,13,46,60,95,48,3,82,80,37,33,0,37,12,44,35,26,39,79,2,64,75,75,66,88,16,72,65,92,5,82,41,85,38,11,98,18,96,93,76,84,44,65,46,92,59,76,78,36,74,94,19,28,22,24,98,38,3,6,91,48,14,81,44,57,88,88,68,21,12,79,42,49,50,69,43,22,14,32,43,68,51,4,2,44,28,4,97,15,18,12,30,6,85,99,67,54,89,65,23,10,60,30,41,5,63,85,40,9,16,99,58,8,69,37,17,43,73,48,99,64,2,71,46,99,38,28,92,54,65,62,77,46,76,59,41,92,24,14,62,50,96,98,51,77,32,17,79,92,71,56,30,59,56,55,95,78,90,75,75,52,59
81,95,37,14,10,54,24,71,36,69,3,24,56,80,7,62,73,60,49,4,61,54,85,47,21,84,9,37,10,76,44,57,46,27,19,69,79,24,77,2,70,41,48,95,63,7,80,84,59,16,27,99,96,73,21,84,35,32,85,75,67,69,86,55,67,84,95,92,37,37,38,49,74,28,71,45,0,40,36,74,9,31,89,47,32,2,92,86,51,53,38,36,22,21,70,36,65,56,36,66,51,33,88,45,68,80,94,71,56,0,68,23,58,58,37,5,47,15,45,90,74,91,78,97,89,49,72,28,85,95,63,52,87,58,42,28,73,34,94,0,43,85,8,50,29,7,12,56,48,17,40,36,2,91,51,67,41,83,71,22,29,39,97,26,33,54,59,90,7,21,84,69,47,37,51,90,67,74,50,62,83,15,95,57,1,57,14,7,28,39,1,9,78,30,30,75,52,15,25,76,53,76,27,14,37,92,88,30,80,73,80,44,29,14,32,37,31,32,81,13,76,67,91,11,87,28,22,90,27,79,57,54,35,64,88,7,19,67,13,38,34,89,36,44,46,10,93,86,71,98,86,62,1,7,57,60,47,55,65,44,88,96,48,20,84,35,75,7,67,14,8,95,85,23,31,23,95,46,37,17,32,57,13,20,9,35,30,16,56,79,65,84,28,31,68,69,5,94,93,39,72,13,73,53,59,93,48,2,96,73,70,82,51,57,68,93,32,47,7,92,76,98,78,88,53,83,43,96,89,3,82,15,9,76,71,30,69,55,65,45,76,68,66,67,11,82,58,18,3,58,29,74,56,99,42,50,72,18,48,79,36,71,98,97,96,23,12,47,42,10,99,35,21,77,74,64,5,10,44,95,16,99,23,79,57,22,41,43,94,57,57,21,30,31,25,34,76,89,5,96,26,70,3,75,56,37,76,18,28,13,83,36,29,91,6,9,31,51,83,84,69,14,59,13,75,88,60,26,73,70,80,3,22,15,33,56,90,6,89,87,8,90,98,11,89,59,41,78,98,51,2,91,90,15,59,84,86,80,93,58,46,40,77,35,83,84,18,81,91,6,70,55,28,30,36,95,54,24,34,31,17,41,77,67,85,59,59,49,79,56,38,2,25,16,98,27,28,67,81,24,76,47,34,12,6,90,71,88,12,14,66,74
60,45,82,82,73,19,53,32,66,36,49,69,77,47,15,21,58,28,29,64,28,50,10,49,93,90,17,23,10,90,19,81,52,15,13,74,81,49,6,24,53,87,19,60,80,50,47,9,6,90,97,6,4,26,91,88,55,35,75,9,33,89,12,43,30,67,38,85,27,96,47,76,65,17,46,97,51,69,68,7,40,27,87,40,2,5,43,36,51,19,97,6,1,5,14,72,38,57,57,0,98,45,41,35,20,75,95,62,51,95,47,66,34,32,72,81,26,51,60,40,30,52,80,31,69,4,41,77,59,64,2,0,0,34,38,88,99,47,36,82,22,97,17,60,0,92,9,62,59,59,33,80,98,11,10,96,37,22,12,99,8,77,27,18,11,54,4,19,10,65,22,90,34,91,9,33,43,5,26,38,85,54,7,34,89,24,76,24,0,31,72,54,0,81,50,25,3,29,32,82,62,6,0,29,23,65,69,59,7,51,80,53,22,8,33,47,75,42,41,86,7,93,67,26,53,32,86,13,72,6,78,44,84,95,8,62,67,65,8,41,3,73,6,20,49,34,88,28,23,56,1,90,2,22,68,59,96,71,35,82,28,53,86,54,60,8,2,2,20,51,56,75,41,76,9,41,38,15,90,50,65,62,10,38,62,6,36,67,85,34,25,86,45,58,61,97,61,53,97,6,36,92,5,62,16,6,18,85,63,48,42,73,13,40,35,74,26,54,92,17,33,6,39,26,93,58,36,74,24,47,75,94,84,95,36,7,66,26,72,30,23,74,39,7,88,65,33,61,84,63,30,35,25,78,73,85,76,92,53,45,43,93,14,16,59,40,91,85,12,37,18,27,97,57,99,65,34,53,19,74,70,62,24,53,85,81,18,14,72,75,65,40,96,10,70,61,75,32,1,18,95,47,81,56,93,36,19,34,3,87,3,86,58,70,59,30,25,90,53,91,30,1,1,28,29,27,35,86,78,80,21,66,0,12,5,6,96,80,85,47,17,29,82,26,88,80,23,54,22,34,69,34,16,51,58,40,71,84,98,44,83,18,66,70,59,8,46,51,67,5,98,8,36,36,6,39,95,33,42,41,78,90,90,54,97,28,43,17,40,83,9,43,23,96,29,44,51,0,79,31,66,79,80,81,89,36,15,85,14,23,82,15
92,51,22,97,84,25,41,75,34,34,45,81,9,39,43,38,20,33,20,3,50,7,89,99,60,53,98,45,82,3,82,5,12,63,46,45,60,26,77,47,84,90,63,15,30,64,80,37,25,36,52,72,10,81,88,44,13,90,98,58,5,20,84,71,71,50,5,65,66,46,85,43,26,6,60,5,40,73,98,56,43,64,10,6,49,45,20,59,61,24,62,25,42,10,33,81,14,53,7,50,91,60,37,13,88,37,19,51,90,68,20,95,40,86,75,53,8,8,94,93,94,3,90,14,16,71,95,96,43,38,96,41,65,53,20,6,1,40,16,13,72,83,89,67,79,80,61,39,4,21,82,50,7,49,56,79,43,58,82,22,25,95,18,6,77,42,95,34,10,30,49,34,63,88,11,25,99,54,94,91,61,46,71,97,0,76,92,4,1,10,94,30,64,15,4,56,95,28,60,88,87,61,11,28,57,63,85,37,16,58,14,92,93,39,6,81,32,27,37,66,87,20,63,50,39,42,27,0,50,64,59,82,73,41,74,46,55,5,68,12,91,74,7,85,16,17,2,77,66,94,41,63,63,74,95,83,25,17,52,11,24,96,28,53,11,59,34,68,16,60,95,47,19,28,10,93,3,95,15,46,75,77,86,5,99,67,3,73,34,27,56,31,6,17,13,48,1,51,16,85,18,3,55,63,61,42,19,63,16,74,23,89,34,24,25,92,97,69,71,48,3,88,30,56,23,55,44,68,45,47,2,7,55,77,18,80,72,39,17,0,84,6,57,18,38,71,3,42,33,97,30,66,7,50,5,62,41,58,52,59,86,78,3,47,5,0,18,35,0,7,76,50,31,24,24,32,77,17,1,32,50,32,60,81,92,5,35,78,94,43,67,11,97,77,60,9,62,47,3,17,43,59,31,75,79,4,58,23,64,47,54,79,16,13,93,27,20,65,62,41,90,46,83,30,7,19,64,77,21,30,74,25,2,36,51,19,16,88,7,31,35,75,95,20,49,83,79,92,53,63,74,22,41,18,76,41,18,36,61,90,76,89,42,60,48,22,27,86,15,50,63,29,61,38,39,29,90,19,92,41,34,58,51,58,43,25,7,5,89,49,72,20,3,80,31,79,45,37,24,75,84,85,13,78,81,32,94,5,31,87,0,85
6,83,49,67,7,90,39,95,77,75,18,7,76,20,88,36,69,70,55,74,57,89,45,16,1,27,23,75,26,14,1,38,14,7,28,84,54,67,7,59,21,45,91,83,11,12,62,84,83,24,38,75,41,65,66,1,98,81,81,11,10,82,47,23,13,62,10,26,68,86,56,19,24,53,45,74,89,83,24,81,72,84,70,74,83,22,11,25,92,94,52,24,86,13,74,38,61,63,59,3,37,11,51,70,65,54,54,45,63,24,38,9,64,65,87,41,58,43,8,83,18,38,48,8,85,77,71,75,18,23,42,65,97,69,36,96,97,12,19,20,58,39,14,25,99,53,76,76,18,2,0,32,33,26,85,48,36,96,94,68,56,55,11,34,63,26,61,33,34,29,22,12,67,49,88,86,19,37,57,33,82,55,58,85,30,94,55,3,62,13,64,74,77,8,34,14,73,76,30,93,29,77,81,99,6,29,66,13,77,78,3,86,2,0,80,82,97,35,50,33,71,42,39,71,98,31,13,17,75,15,68,3,97,1,59,59,49,25,23,55,76,42,80,19,69,49,71,35,53,97,13,23,72,0,15,56,67,45,70,37,97,94,36,8,68,90,29,49,76,63,25,53,69,68,71,65,71,85,97,72,96,49,58,9,4,58,2,97,47,45,39,1,44,8,19,5,83,88,40,46,67,38,42,99,52,59,16,86,46,31,97,71,47,39,41,84,40,32,8,65,65,56,60,59,33,38,86,42,34,71,38,75,33,21,47,55,12,30,16,81,30,71,12,1,47,29,24,60,88,65,32,28,62,17,93,19,60,8,0,37,7,50,90,26,21,74,71,63,49,50,79,13,63,24,89,89,59,55,12,8,90,46,80,77,87,2,2,8,28,37,18,9,40,63,60,70,22,22,33,35,15,22,34,8,7,89,12,69,72,96,40,7,23,30,40,88,94,17,3,23,42,11,29,22,43,67,13,64,60,68,0,4,0,56,5,22,90,60,48,68,83,59,24,80,70,0,66,76,6,73,61,42,22,5,78,32,92,39,37,39,70,88,80,1,10,6,93,38,36,47,26,50,17,35,17,32,60,98,27,49,50,21,72,51,21,55,33,3,19,55,3,81,36,57,62,36,24,54,57,33,80,65,72,13,97,12,50,7,29,80,24,22
82,89,7,21,46,97,54,48,1,65,57,74,94,75,86,81,47,23,79,67,57,48,76,14,86,22,34,65,40,80,82,64,70,95,7,71,33,50,50,32,93,55,85,94,71,95,34,31,57,92,54,15,76,37,89,7,52,41,3,59,25,71,41,38,3,99,11,48,51,23,83,7,58,94,69,63,64,36,58,32,79,95,81,86,33,80,27,39,25,30,77,87,30,42,20,24,43,19,7,1,53,15,8,76,4,32,13,61,94,32,69,62,94,55,9,38,81,22,46,4,75,71,54,51,49,80,1,33,13,92,95,49,3,13,39,41,90,0,17,52,86,58,5,17,56,11,91,91,98,10,46,14,88,78,85,98,71,75,15,16,2,80,86,10,11,55,74,81,7,84,64,4,67,17,29,57,83,20,91,33,15,29,54,18,25,20,91,89,76,8,2,83,18,15,77,77,53,30,10,78,14,53,57,5,52,69,86,14,89,5,73,3,20,5,75,72,60,64,57,69,25,12,24,58,47,0,47,51,76,27,1,71,28,84,22,40,19,45,78,78,18,19,77,49,38,85,21,1,6,93,29,70,8,70,84,75,96,59,72,18,57,89,94,66,47,5,30,57,74,1,72,56,89,46,0,14,3,37,53,50,97,39,20,35,83,14,66,98,31,12,73,83,48,24,3,51,43,11,54,3,17,22,71,53,67,27,58,92,82,40,91,1,94,90,97,86,38,53,72,79,28,24,46,18,66,55,5,28,5,7,17,30,29,1,64,28,28,84,47,53,95,19,52,15,12,2,91,98,68,89,8,53,56,23,70,48,8,14,79,59,91,5,98,67,31,21,22,65,32,94,39,1,94,20,3,7,64,55,10,2,49,75,55,64,80,69,80,51,43,0,85,17,23,43,83,95,61,0,68,53,95,42,25,78,39,60,96,96,7,30,4,79,72,84,3,81,2,18,42,89,38,92,69,89,50,14,37,15,12,92,84,12,75,31,94,59,92,27,95,55,80,61,44,65,31,39,31,61,21,59,96,92,75,71,25,2,51,16,63,0,36,26,79,68,5,74,75,31,45,94,86,50,82,86,0,2,36,70,35,28,18,85,86,11,0,57,66,84,75,21,42,41,73,70,5,69,80,25,14,77,21,9,34,58,15,78,75,62,45,46,47,90
25,60,3,59,46,21,88,94,57,6,11,99,76,97,80,75,45,64,49,72,11,81,12,37,15,47,24,23,39,54,37,33,97,85,51,97,80,69,36,33,78,83,89,87,51,18,56,44,20,88,17,1,33,23,87,23,66,10,38,14,36,4,45,76,13,79,18,6,30,41,33,4,82,10,5,96,1,74,19,40,22,15,75,21,67,51,2,55,49,20,94,28,59,5,63,30,56,94,86,35,31,93,74,69,16,39,56,27,42,76,88,10,22,6,50,66,53,93,49,49,80,11,76,10,18,70,95,32,38,90,19,96,76,90,4,41,64,9,1,25,25,54,70,62,71,21,42,4,3,32,36,16,64,10,68,24,2,93,97,93,78,25,28,30,26,1,34,19,22,52,69,86,7,63,60,65,31,43,4,56,70,48,79,37,29,0,89,7,14,53,86,58,69,4,43,93,3,6,62,72,88,28,70,0,89,22,46,96,40,37,64,15,51,98,17,77,14,66,28,7,51,63,29,81,83,34,49,0,72,56,33,84,32,28,47,55,69,5,25,27,95,50,37,46,16,13,77,86,25,36,37,90,99,41,45,91,66,67,16,98,50,13,62,54,95,16,38,48,9,25,82,40,30,74,59,13,53,95,74,4,49,1,97,18,90,32,43,43,72,92,24,51,22,75,50,55,80,47,97,56,84,98,92,73,71,69,98,23,86,31,63,48,74,3,49,35,12,21,3,2,46,97,61,44,61,6,18,4,2,60,81,96,58,4,1,38,63,43,16,0,17,27,60,85,55,35,33,96,85,25,75,18,8,56,80,3,68,95,66,62,68,35,56,3,8,15,60,52,46,92,11,37,15,87,78,39,90,98,16,13,54,49,57,34,89,71,99,93,72,88,49,68,83,84,48,48,6,2,68,47,85,45,82,30,10,67,39,1,84,22,45,36,27,74,89,92,43,41,38,53,25,2,18,95,1,50,10,92,89,13,17,44,89,36,54,59,48,49,82,12,88,91,59,9,24,13,63,45,3,0,35,26,84,91,72,92,98,28,14,30,19,72,84,52,84,16,63,37,40,9,55,75,40,70,42,13,91,59,94,21,48,71,67,18,85,52,87,88,12,69,27,83,75,4,76,84,8,3,72,56,82,85,93,99,49,73,11,44,5,9,9,32
61,62,35,15,2,51,69,50,55,40,7,1,78,79,77,5,62,25,25,88,7,78,76,94,26,23,85,70,41,64,70,77,31,97,71,15,39,96,67,23,62,79,2,73,20,65,35,56,76,34,17,48,26,41,60,86,77,76,95,66,46,39,42,73,3,88,10,19,23,30,47,38,32,46,90,49,89,73,82,37,76,35,98,45,52,20,49,7,10,10,71,35,89,66,68,32,77,41,90,10,3,39,55,0,41,46,83,57,39,14,82,7,24,2,6,41,33,42,6,19,19,76,70,55,65,51,47,22,86,67,71,98,95,36,26,44,64,90,25,44,15,77,1,49,41,99,23,87,6,52,50,84,69,3,32,47,90,70,79,22,75,52,20,81,85,52,20,2,99,57,91,54,90,72,65,0,55,22,22,34,33,22,62,1,68,51,67,20,11,34,43,82,6,32,10,26,6,52,23,67,90,11,46,70,10,79,70,58,89,80,96,45,74,12,44,33,93,53,59,66,1,22,2,6,45,27,43,44,27,79,28,27,69,7,1,20,92,72,53,97,51,50,37,92,33,56,68,0,25,69,44,45,77,92,75,45,50,27,2,95,67,65,2,14,99,29,95,45,37,89,39,22,81,91,30,17,4,39,90,2,68,8,37,98,80,76,78,78,58,65,40,92,46,64,20,50,71,39,43,44,8,17,72,97,99,26,11,49,65,51,37,16,82,33,13,38,66,38,73,39,26,42,29,16,15,3,71,59,42,94,24,95,15,3,65,57,53,19,92,70,78,64,28,97,21,78,40,34,69,51,73,56,81,74,89,77,69,19,32,8,21,4,9,2,4,7,69,97,95,65,85,84,41,23,71,43,94,56,5,72,62,98,93,93,10,80,4,26,78,72,75,35,2,42,69,65,34,69,77,48,21,40,91,44,60,79,81,62,85,98,56,19,0,86,23,47,16,41,30,54,79,93,48,58,1,64,12,58,31,13,63,26,1,54,59,90,42,86,15,62,14,29,56,81,98,38,21,24,53,31,15,83,4,32,78,54,56,59,46,22,7,17,47,59,19,73,46,16,86,53,23,49,31,53,75,97,94,72,46,58,92,57,69,57,77,59,69,37,42,94,23,1,74,16,64,83,22,41,13,10,35,5,19,12,62,24,11,24,77,60,76,80
