52,77,9,22,17,10,81,47,12,37,10,9,55,44,75,64,20,86,44,19,58,69,20,58,37,51,66,47,13,7,69,24,10,46,65,22,3,64,53,78,88,62,80,55,22,7,22,54,20,99,68,4,68,5,1,52,47,4,74,87,82,46,10,99,51,54,42,54,2,66,34,24,58,64,90,66,18,63,77,26,26,12,88,96,25,65,67,72,40,22,61,37,52,13,85,24,15,50,21,76,7,53,22,53,7,90,29,15,63,94,68,86,60,64,57,95,94,31,82,89,28,70,14,85,66,16,53,85,49,13,51,31,41,68,23,78,44,70,25,92,37,76,35,0,0,72,71,27,62,55,0,57,0,88,39,86,89,31,71,18,56,71,18,75,23,11,90,80,21,51,76,85,28,10,61,95,77,36,43,15,81,30,55,25,48,44,8,94,91,14,55,99,54,15,97,34,3,54,1,80,79,89,97,52,93,75,76,59,56,58,82,36,39,93,7,22,33,42,80,82,41,49,64,14,37,76,6,30,25,10,87,53,25,4,31,32,74,62,54,86,51,36,44,7,2,2,91,15,59,42,49,70,93,5,97,96
53,66,9,28,51,41,60,2,62,61,12,59,94,77,91,98,12,94,67,35,47,91,18,14,7,70,72,59,95,77,43,65,64,4,45,71,69,17,3,7,12,18,80,10,48,45,21,95,44,20,61,36,47,27,16,29,40,4,50,87,5,8,23,52,81,17,49,43,68,77,8,19,22,51,51,64,51,29,13,7,4,26,37,84,45,48,51,14,8,93,28,77,2,42,32,59,79,92,70,96,39,50,92,72,57,46,64,79,39,4,1,94,63,0,26,75,9,43,31,58,44,10,66,10,78,24,15,43,75,48,2,68,13,36,49,90,60,23,16,29,1,61,93,15,73,52,6,75,10,43,31,78,59,46,92,96,63,84,25,44,81,87,72,20,90,86,82,18,81,68,75,90,29,60,81,2,81,32,41,3,11,50,72,37,46,66,32,25,46,54,54,27,81,58,78,22,56,52,74,51,38,92,41,8,31,21,45,78,22,50,14,13,26,28,32,87,3,85,92,84,30,78,56,87,9,22,6,85,3,90,25,13,17,15,28,33,97,86,1,37,16,95,12,83,16,43,63,44,17,77,22,35,2,84,76,55
65,57,22,91,79,9,56,30,89,77,51,39,49,57,70,69,90,53,83,19,36,30,58,64,85,53,93,28,10,28,82,63,24,9,88,35,97,34,70,92,16,41,60,43,85,36,75,0,4,62,36,36,11,51,65,47,19,39,32,48,29,1,74,37,76,7,53,1,8,81,34,59,14,17,81,93,38,92,44,20,68,92,55,86,95,34,68,85,30,77,50,88,22,11,99,4,66,65,94,0,33,44,7,3,94,49,74,64,90,95,71,28,7,20,6,43,3,48,34,59,78,21,3,0,7,39,84,35,97,92,42,95,5,17,79,48,86,33,64,38,64,28,95,88,96,64,5,33,71,9,84,94,71,19,10,59,96,4,1,51,1,83,61,89,81,12,7,77,30,5,8,68,30,4,67,81,89,17,81,75,85,83,75,39,2,48,72,2,78,85,87,48,90,35,40,23,7,29,4,70,53,3,12,20,60,65,70,33,47,98,90,83,46,88,77,52,39,23,79,1,54,21,32,81,24,73,96,26,5,4,0,99,81,88,52,55,6,48,47,8,43,58,52,2,49,57,91,51,72,77,82,50,16,5,48,11
10,55,3,42,10,30,27,53,80,12,30,86,24,46,51,85,45,70,50,99,5,70,84,46,76,32,81,36,73,73,9,21,37,97,76,69,64,74,2,72,11,69,73,83,36,28,69,72,19,45,44,29,15,33,47,67,30,87,71,18,2,49,18,24,86,63,11,10,11,76,68,41,2,42,59,74,49,93,68,76,13,32,7,3,71,95,44,77,29,5,43,44,40,53,59,34,65,34,64,33,43,4,4,63,87,5,9,70,86,84,39,64,90,78,7,34,38,43,93,70,22,20,31,67,14,71,22,20,92,63,27,51,40,6,41,68,50,73,64,39,97,25,79,3,34,33,16,5,61,23,18,4,7,15,19,55,28,10,33,15,26,3,86,1,26,13,54,54,40,76,68,4,65,94,24,74,10,70,95,18,99,15,31,69,80,44,16,65,41,77,50,89,40,34,33,19,40,7,63,47,99,40,55,38,86,67,91,3,31,54,97,85,21,90,10,92,95,28,44,2,49,64,85,51,94,91,61,85,35,51,64,35,40,74,31,26,81,66,52,7,68,3,40,56,46,64,79,4,68,97,35,99,28,51,98,83
43,91,54,86,84,69,84,16,21,26,75,82,31,69,37,21,77,56,42,29,44,9,14,64,27,8,12,63,39,21,33,62,16,28,20,40,84,14,0,24,4,22,27,22,7,34,95,89,38,7,36,40,74,68,73,64,76,35,1,68,12,80,28,67,41,17,77,14,58,94,33,50,97,80,92,18,35,13,24,1,58,37,24,42,24,16,83,95,53,57,84,6,48,20,19,58,23,26,97,35,83,88,48,1,5,77,91,10,49,90,38,39,30,64,46,12,60,16,88,15,28,97,80,1,35,57,16,6,53,41,68,11,63,56,51,19,58,6,28,60,16,31,18,53,13,60,70,9,16,77,64,34,29,1,98,34,2,48,23,42,25,5,21,37,0,73,67,81,93,36,88,1,11,21,80,2,54,1,41,23,11,13,4,39,98,80,53,29,97,81,27,5,0,41,26,33,9,60,97,41,63,48,40,26,53,17,62,19,71,86,37,43,61,38,80,66,63,55,6,15,68,6,47,59,67,55,18,50,12,72,15,3,38,6,57,72,91,74,37,34,38,21,89,98,80,32,49,73,2,20,69,51,67,75,32,93
81,3,74,59,59,52,7,29,9,34,77,58,15,97,63,22,1,70,34,90,44,52,10,69,44,35,11,34,73,71,70,46,66,37,40,3,36,25,57,38,6,76,40,85,26,40,93,37,16,79,74,40,97,7,77,89,16,66,44,22,65,41,94,66,52,13,78,17,34,58,88,47,88,52,7,94,7,49,93,92,85,30,52,87,52,30,76,56,7,9,48,56,72,13,7,93,37,21,77,13,66,56,0,65,52,18,48,38,92,59,80,6,60,57,86,56,37,77,99,79,4,59,83,73,18,94,8,82,66,48,2,85,24,18,99,48,40,9,81,24,65,46,29,28,92,13,37,72,46,26,71,94,6,2,53,11,21,57,29,20,77,26,64,72,24,93,34,36,86,17,16,27,73,64,37,1,85,30,63,78,7,77,39,88,38,16,38,93,74,40,70,35,61,22,84,32,80,0,39,4,92,61,31,36,7,47,39,80,65,76,56,31,20,8,12,49,10,52,88,69,34,60,49,68,12,47,88,59,12,0,75,73,11,94,80,85,27,46,50,19,7,38,51,55,39,60,96,37,58,70,6,47,0,66,54,79
7,42,28,12,77,95,39,0,87,82,67,63,97,5,91,12,48,44,62,50,63,34,62,15,43,1,99,12,11,7,44,13,55,8,2,2,62,90,89,42,68,34,74,15,58,83,92,94,82,9,64,13,55,20,84,93,16,7,57,81,56,95,18,81,22,36,87,50,70,46,60,53,22,83,86,81,9,77,94,68,30,78,25,49,27,60,90,84,59,3,71,90,64,65,28,12,47,22,11,93,31,53,87,4,46,60,57,96,28,12,12,3,46,77,19,61,19,74,31,90,32,93,1,23,64,57,38,84,8,1,97,27,69,57,36,19,74,85,44,55,77,31,85,62,71,9,89,45,40,18,48,49,81,69,80,13,93,84,17,81,13,60,65,41,53,13,76,33,16,23,21,63,33,23,66,23,26,57,6,72,55,81,96,2,51,95,8,18,39,93,18,66,31,76,58,26,5,42,97,61,77,8,33,90,97,11,69,67,98,17,63,46,93,21,24,47,72,47,7,67,73,89,27,4,19,90,87,48,16,96,38,72,13,94,54,98,61,87,19,64,62,80,43,15,72,14,31,21,37,32,22,64,20,44,82,6
4,21,31,26,85,38,12,36,9,96,15,92,69,67,33,3,57,56,15,72,3,57,67,7,24,81,48,87,77,39,94,6,64,81,75,5,72,73,49,15,31,28,87,67,7,21,98,61,61,17,58,43,53,18,31,74,94,28,96,29,94,5,62,83,38,86,28,84,63,45,58,87,88,91,17,23,38,36,75,89,55,36,69,92,81,26,27,89,0,87,96,39,90,37,64,28,42,49,14,85,41,58,28,39,60,62,60,99,31,92,2,98,51,42,70,62,55,82,77,96,65,48,48,56,47,4,8,50,37,83,52,14,19,68,65,93,44,79,31,25,95,76,86,17,87,60,47,23,8,44,39,30,57,35,68,26,71,40,62,39,85,82,39,16,89,37,37,84,40,5,88,56,55,22,3,18,78,32,63,96,95,93,33,56,51,41,90,96,97,6,90,32,11,76,15,20,39,13,56,69,79,64,22,80,33,90,77,7,40,2,28,88,17,89,14,59,86,4,26,49,11,35,20,62,59,31,17,91,9,38,53,60,10,0,23,30,91,1,38,65,12,93,52,76,17,99,9,7,88,57,84,93,41,87,99,99
32,53,44,89,61,46,33,23,39,17,94,47,47,3,17,79,4,44,46,29,65,10,51,67,39,81,70,60,75,19,4,71,2,6,9,6,61,32,57,40,82,51,25,38,67,14,90,23,40,87,23,16,2,41,11,27,47,49,71,15,57,35,65,47,83,8,3,87,30,25,8,68,40,13,64,37,46,78,39,57,81,66,61,83,55,19,77,21,21,15,8,31,85,97,61,97,58,40,17,22,52,68,89,10,91,66,31,17,71,13,96,12,0,93,87,22,57,38,59,75,26,10,54,42,86,56,5,24,21,65,39,77,38,37,30,45,98,88,38,62,52,60,28,41,25,15,61,44,87,47,33,85,36,10,16,6,56,89,33,83,15,48,28,75,64,95,10,41,91,62,27,6,68,0,26,0,35,76,43,70,36,60,1,87,17,83,33,83,34,47,4,69,74,90,74,37,70,16,93,82,59,36,42,89,29,84,76,21,3,48,47,42,18,49,24,10,73,19,89,51,33,40,93,21,95,38,50,95,42,56,40,66,78,37,61,56,56,59,64,72,76,56,93,85,71,88,33,0,7,22,9,20,98,70,61,8
46,54,33,40,8,16,45,44,43,65,40,62,50,10,13,20,16,59,13,78,74,76,25,56,67,77,59,78,46,27,53,8,77,6,10,15,7,90,58,97,89,62,75,11,42,60,91,71,0,75,76,74,19,4,58,49,54,54,5,48,62,34,24,54,94,4,18,66,67,96,28,49,15,74,1,76,73,13,61,69,49,27,9,73,34,36,29,99,76,5,46,85,93,70,3,44,97,72,84,79,14,74,11,91,11,83,81,15,23,72,65,63,0,39,35,66,89,47,84,14,89,52,46,51,75,10,73,6,18,95,43,5,35,70,45,95,11,4,59,34,75,77,17,22,42,50,31,32,18,97,91,48,16,24,77,93,27,96,77,18,30,56,7,75,78,34,70,76,77,94,6,54,97,14,76,88,52,44,83,0,76,75,99,47,56,91,51,81,47,14,21,21,27,3,0,71,38,82,34,35,75,62,55,66,87,6,66,56,82,18,54,99,14,72,94,48,72,75,76,96,62,41,93,32,17,26,61,46,65,37,45,6,86,61,19,90,93,32,93,77,25,34,57,30,13,0,94,10,44,55,49,96,89,89,8,21
